"beerGraphs$Brewery[i]","beerGraphs$Location[i]","lon","lat"
"Tupelo Honey Cafe","",NA,NA
"Brauhaus Joh. Albrecht","Hamburg,                   DE",9.9936818,53.5510846
"Highway 1 Brewery","",-96.6279401,32.8240336
"Brouwerij Den Hopperd","Westmeerbeek, Antwerpen, BE",4.8351,51.06032
"Huisbrouwerij 't Pakhuis","Sint-Amands aan de Schelde, Antwerpen, BE",4.3431909,51.1857884
"CAP","",-1.293781,48.018032
"Arvada Beer Company","Arvada, CO, US",-105.0874842,39.8027644
"Lucky Duck Cider Company","",NA,NA
"Gosnells","",115.9999433,-32.0702017
"Sierra Blanca Brewing Co.","",NA,NA
"Perfect Crime","",NA,NA
"Yablochny Spas","",NA,NA
"Loïc Raison","",NA,NA
"Goffs Cotswold Brewery","",NA,NA
"Krostitzer Brauerei (Radeberger Gruppe)","Krostitz,                   DE",12.453108,51.4615884
"Elk Mountain","Parker, CO, US",-106.0450164,40.7160895
"Cascadia Ciderworkers United","Portland, OR, US",-122.6764816,45.5230622
"The St. George Brewing Company","Hampton, VA, US",-76.3452218,37.0298687
"Cēsu Alus","",25.2668719,57.308611
"Robin Hood Brewing Co.","",NA,NA
"Acoustic Ales Brewing Experiment","San Diego, CA, US",-117.1610838,32.715738
"Yuengling Brewery","Pottsville, PA, US",-76.195499,40.6856456
"Christianssands Bryggeri","",NA,NA
"Cervezas Anaga","",NA,NA
"James Page Brewing","Minneapolis, MN, US",-93.2650108,44.977753
"Cutters Brewing Company","Avon, IN, US",-86.3997167,39.7628227
"Photos Photiades Breweries","Lefkoşa, KKTC, CY",NA,NA
"Al Ahram Beverages Company (Heineken)","Zamalek, Cairo, EG",31.219709,30.0609422
"Seaside Brewing","Seaside, OR, US",-123.9226385,45.9931636
"The Coach House Brewing Co","Warrington, Cheshire, GB",-2.5969501,53.3900441
"Skagit River Brewery","Mount Vernon, WA, US",-122.3340474,48.421216
"Zio Carlo Magnolia Brew Pub","",NA,NA
"Rother Bräu","Roth, Germany, DE",NA,NA
"Šariš","",53.0586328,36.5658729
"Pints Pub Brewery - Freehouse","Denver, CO, US",-104.990251,39.7392358
"Panda Frog Brewey","",NA,NA
"House of Brews","Madison, WI, US",-89.4012302,43.0730517
"Hijos De Rivera S.A.","",NA,NA
"Anchor Steam","",-97.6849738,30.5384121
"P. Ballentine & Sons","",-81.2364542,34.125178
"Pivovarna Laško","SI",15.2359978,46.1542793
"O'Dempsey's","Atlanta, GA, US",-84.3879824,33.7489954
"Noche Buena 2013","",-97.9039618,22.3625683
"Vilkmerges Alus","",NA,NA
"The Brew Stooges","Huntsville, AL, US",-86.5861037,34.7303688
"Radical Road Brewing Co.","Toronto, ON, CA",-79.3831843,43.653226
"Orbit Brewing","",NA,NA
"Beach Hut Brewery","",-78.1026183,40.5584564
"Michigan Beer Cellar","Sparta, MI, US",-85.7100393,43.1608578
"Swell Brewing Co.","McLaren Vale, SA, AU",138.5411437,-35.2175985
"Downton","Downton, Wiltshire, GB",-1.751388,50.994428
"Harvey","",-87.6467131,41.6100344
"Harvest Moon Brewing Company (Montana)","Rolla, MO, US",-91.7715303,37.948544
"Fenton Winery & Brewery","Fenton, MI, US",117.8936656,-35.003699
"Brauerei Rosengarten","Einsiedeln, SZ, CH",8.7451537,47.127353
"Red Shedman Ales","",4.083352,44.127204
"Green Tower Brewing Co.","Eskilstuna, Södermanland, SE",16.5098045,59.3712486
"Seven Bro7hers","",NA,NA
"Alpha Brewing Company","Potosi, MO, US",-90.7879086,37.936438
"Carlsberg Croatia","",NA,NA
"Société des Brasserie du Maroc","",NA,NA
"Berwick Brewing Co.","Berwick, PA, US",-76.2332676,41.0545292
"Athenian Brewery (Heineken Group)","",NA,NA
"Seychelles Breweries","",55.473699,-4.6488399
"Awesome Ales","",4.083352,44.127204
"Shimane Beer Co.","松江市, 島根県, JP",133.048375,35.4680595
"Michelob Brewing Company","",NA,NA
"Berlina Cerveza Patagonica","",NA,NA
"Fordham Brewing","Dover, DE, US",-75.5243682,39.158168
"Gorkha Brewery (Carlsberg Group)","",NA,NA
"Trebjesa Brewery","",NA,NA
"Wildcard Brewing Co.","Redding, CA, US",-122.3916754,40.5865396
"Brauhaus Onuma","",NA,NA
"Summerskills","",NA,NA
"Potbelly Brewery","Uk, Uk, GB",-3.435973,55.378051
"Ångbryggeriet Östersund","",14.6360681,63.1766832
"Deep Cove Brewers","",-78.4852888,35.9461168
"De Friese Bierbrouwerij (Us Heit)","Bolsward, Friesland, NL",5.5216963,53.0612531
"Höganäs Bryggeri","",12.5491154,56.2017358
"51st Ward Beer Company","",NA,NA
"Private Landbrauerei Scheuerer","Moosbach, Bayern, DE",12.4089718,49.5885454
"Phipps","",-91.4135115,46.0627295
"Cable Car Brewing Company","",NA,NA
"Brauerei Schimpfle","DE",NA,NA
"Zeeburg","Amsterdam, Noord-Holland, NL",4.9407741,52.3730296
"Steelhead Brewing Co.","Eugene, OR, US",-123.0867536,44.0520691
"Lvivske","",24.029717,49.839683
"Urbn St","",-105.1362134,39.6051496
"Queen City Brewing","Staunton, VA, US",-79.0716958,38.149576
"Zehn Bier","Brusque, SC, BR",-48.9111422,-27.0982053
"Fürstliche Brauerei Thurn und Taxis","Regensburg, BY, DE",12.1016236,49.0134297
"Bat Creek Brewery","Bowling Green, MO, US",-91.1951437,39.3419891
"Kombolcha Brewery","",39.7291837,11.0849336
"Breakwater Brewing Co.","Oceanside, CA, US",-117.3794834,33.1958696
"Færder","",10.5237625,59.0672942
"Galena Brewing Company","Galena, IL, US",-90.4290168,42.4166744
"Eight Bridges Brewing","",-87.5781197,35.0693316
"Ter Dolen","",9.4806384,47.4062563
"Green Bay Brewing Company","Green Bay, WI, US",-88.019826,44.519159
"Mack ølbryggeri","",NA,NA
"Sterling Beer Company","Louisville, KY, US",-85.7584557,38.2526647
"Cervecera Guayacán","",NA,NA
"Black Hole Brewery","",NA,NA
"Twin Leaf Brewery","",NA,NA
"Kostritzer","",11.9900785,50.9443357
"The Publican House","Peterborough, ON, CA",-78.319747,44.309058
"B&T Brewery","GB",49.5924134,37.2809455
"Surinaamse Brouwerij NV","Paramaribo,                   SR",-55.2038278,5.8520355
"Grythyttans","",NA,NA
"Brasserie L'Avenir","",NA,NA
"Burnside Brewing Co. (Oregon)","Portland, OR, US",-122.6764816,45.5230622
"Harry's International","",114.174401,22.318815
"Pivovar Černá Hora","",16.582003,49.4147791
"Cumberland","Carlisle, Cumbria, GB",-2.9416153,54.8856971
"Turks Head Brewery","Provo,                   TC",NA,NA
"Darwin Brewery","",130.8493163,-12.4352137
"Congregation Ale House","",NA,NA
"Roscoe Beer Company","Roscoe, NY, US",-74.9134961,41.9331441
"Humbolt","",-77.914397,21.3758599
"Docqmans","NL",NA,NA
"Ebeltoft Gårdbryggeri","Ebeltoft,                   DK",10.677857,56.196327
"Gageleer","",NA,NA
"Mazama","",-120.4039844,48.5920867
"Hopvine Brewing Co.","",NA,NA
"Kaltenecker","",13.4703278,48.6754374
"Long Valley Pub & Brewery","Long Valley, NJ, US",-1.9163105,53.8525977
"St. Georgen Bräu","Berlin,                   DE",13.404954,52.5200066
"Lightning Brewery","Poway, CA, US",-117.0358646,32.9628232
"Kompania Piwowarska SA","",NA,NA
"Rusty Beaver Brewery","",NA,NA
"Holy Craft","",-89.4509524,34.7602636
"Karlsbrau","",NA,NA
"Cigar City Brewing / Rock Brothers Brewing","",NA,NA
"Oedipus Brewing","",NA,NA
"Barcino Brewers","",NA,NA
"Union Barrel Works","US",NA,NA
"Cocoa Beach Brewing Company","Cocoa Beach, FL, US",-80.6075513,28.3200067
"Cool Beer Brewing Company","Etobicoke, Ontario, CA",-79.5131983,43.6204946
"Kirner Privatbrauerei Ph. und C. Andres","Kirn,                   DE",7.4608937,49.7896631
"WharfeBank Brewery","Leeds, West Yorkshire, GB",-1.5490774,53.8007554
"Lily's Seafood Grill & Brewery","Royal Oak, MI, US",NA,NA
"Bent Hill Brewery","",-122.9148434,46.2639818
"Buckman Botanical Brewery","Portland, OR, US",-122.6764816,45.5230622
"Staropilsen","",NA,NA
"Heineken Hungária/Soprony Brewery","",NA,NA
"Christianssands Bryggeri","",NA,NA
"Microbrasserie de la Principauté","Liège, Liège, BE",5.5796662,50.6325574
"Boonville Cider House","",-123.3671551,39.0089749
"Neustadt Springs Brewery","Neaustadt, ON, CA",-85.3232139,51.253775
"Panimoravintola Beer Hunter's","Pori,                   FI",21.7974178,61.4851393
"Obrycki's","",NA,NA
"Seabright Brewery","Santa Cruz, CA, US",-122.0307963,36.9741171
"My Generation Beer Co.","",NA,NA
"Olympic Brewery","",-123.0892139,47.147919
"Founders","",-80.4106548,37.202809
"Northbridge Brewing Company (NBC)","",NA,NA
"Tom Wood's","",-86.3693803,35.0981103
"Freeman & Sons Brewing Corp (Boags)","",-97.4372863,43.3524871
"Magnus Magister - Hellenic Brewery of Rhodes","Ρόδος, Δωδεκάνησα, GR",27,36
"Hilton Head Brewing Company","",-80.752608,32.216316
"Roanoke Railhouse Brewery","Roanoke, VA, US",-79.9414266,37.2709704
"Pivzavod ZAO Rosar (ABInBev)","",NA,NA
"Cerveja1500","",-35.5459753,-8.4698997
"Brasserie Artésienne","La Bassée, Nord-Pas-de-Calais, FR",2.810181,50.539237
"Smithwick's","",-77.0581594,35.8589158
"Sälens Fjällbryggeri","",NA,NA
"Zulogaarden","",-101.4939704,34.7489743
"Box Steam Brewery","",NA,NA
"Wickwar Brewing","",NA,NA
"Steel Brewing Co","",NA,NA
"Good Head Beer (Int) Pty Ltd","",NA,NA
"Birranova","IT",NA,NA
"Milk Street Brewery","",80.221182,13.0812535
"Heineken","",10.172952,36.7164205
"Lost River Brewing Co","",NA,NA
"Brasserie Des Carrières","",-1.5310729,48.955154
"Wibblers","",NA,NA
"Brasserie Artisanale des 2 Caps","Wissant, Nord-Pas-de-Calais, FR",1.662474,50.885777
"Khmer Brewery","",NA,NA
"Nagisa Beer Co.","西牟婁郡, 和歌山県, JP",135.486,33.604
"Wagner Valley Brewing Company","Lodi, NY, US",-76.8224557,42.6139597
"Phantom Carriage","",-111.9178716,33.6723528
"Oro di Milano","",-100.3742045,25.73996
"Smithwicks","",-77.0581594,35.8589158
"Globe","",-110.7864984,33.3942223
"Claim Jumper","",-111.5245504,40.6349494
"Ishikawa Brewery Co., Ltd","昭島市, 東京都, JP",139.3535483,35.7057552
"Woodcock Brothers","",-80.0856119,41.7547787
"Reilly's Taphouse And Restaurant Seoul","",126.9779692,37.566535
"Bryggeriet Apollo","København V, Hovedstaden, DK",12.5606474,55.6713789
"Strong Bow","",-86.9006645,33.5881165
"Belmont Brewing Co.","Long Beach, CA, US",-118.1937395,33.7700504
"W.J.King","",-121.9836029,47.5480339
"Hopfanatic","",NA,NA
"Fort Garry / Russell","",-97.135248,49.8080523
"A Head In A Hat","",16.5666755,49.2688842
"Cervesera Alcoiana","",NA,NA
"Cidade Imperial Premium Bier Ltda","",NA,NA
"Lotte Sevenstar Brewing","",NA,NA
"Bur Oak Brewing Company","",NA,NA
"Liverpool Organic Brewery","",-2.9915726,53.4083714
"American BADASS Beer Company","",NA,NA
"Belgian Blue Brewing Co","",NA,NA
"Bosphorus Brewing Company","",NA,NA
"Brau Union Hungaria","",NA,NA
"Stancill Brewery","",NA,NA
"Pine Street Brewery","",-76.5313595,39.2639054
"Aspen Brewing Company","",NA,NA
"Wädi-Brau-Huus","Wädenswil, ZH, CH",8.6718189,47.2296871
"Nørrebro Bryghus","København V, Hovedstaden, DK",12.5780242,55.6721778
"Sky High Brewery","",NA,NA
"Captain Tony's","",NA,NA
"Aston Manor Brewery Co Ltd","Birmingham, West Midlands, GB",-1.890401,52.486243
"Mercury Cider Co","",NA,NA
"Sierra Madre Brewing Co.","",-118.0528456,34.1616729
"Humulus","",NA,NA
"Under The Rose Brewing Company","",NA,NA
"Fjäderholmarnas Bryggeri","",NA,NA
"Belvoir Brewery","",-0.7785458,52.8960093
"Los Portales","",-100.8729072,25.4577408
"Portabello","",-7.910566,53.0875128
"Traugott Simon","Krefeld, Nordrhein-Westfalen, DE",6.5853417,51.3387609
"Sori Brewing","",NA,NA
"De Snaterende Arend","NL",NA,NA
"Hibu","Carnate, MB, IT",9.3812405,45.6498338
"Gravity Brewing","Louisville, CO, US",-105.1319296,39.977763
"Eastern Shore Brewing","Saint Michaels, MD, US",-76.2233202,38.785393
"Kromme Haring","",NA,NA
"De Bierfabriek","Amsterdam, Noord-Holland, NL",4.8951679,52.3702157
"16 Mile Brewing Company","Georgetown, DE, US",-75.3854728,38.6901134
"Pivovar Broumov","",NA,NA
"Harrington's Breweries","",NA,NA
"Alcatraz Brewing Co.","Orange, CA, US",-117.8531119,33.7877944
"Viru Õlu (Harboe)","Haljala, Lääne-Virumaa, EE",26.2664249,59.4310564
"Carrig Beers","Carrick-On-Shannon, Leitrim, IE",-8.0855221,53.9451883
"Brouwerij Wieze","Wieze,                   BE",NA,NA
"3 Guys & A Beer'd Brewing Company","Carbondale, PA, US",-79.32736,34.9348309
"Gilde Brauerei (ABInBev)","Hannover, Niedersachsen, DE",9.7320104,52.3758916
"New Zealand Breweries Limited","",NA,NA
"Bedele Brewery","",36.3552268,8.4540957
"Get Radical","",NA,NA
"Brooklyn Brew Shop","",-73.9441579,40.6781784
"Strongbow Cider Company","",NA,NA
"Compass Brewery","Carterton,                   GB",-1.593124,51.759712
"Vossabrygg","",NA,NA
"Blackthorn","",-1.097953,51.867194
"Birra Korca Shpk Korce","",NA,NA
"Pumphouse Brewery","Longmont, CO, US",-105.1019275,40.1672068
"Privat-Brauerei Schmucker","Michelstadt, Hessen, DE",9.0041618,49.6799613
"The Beer Studio","",NA,NA
"Beer4wedding Gbr","",NA,NA
"Rugenbräu","Interlaken, BE, CH",7.8632049,46.6863481
"Dinkel Acker Octoberfest","",NA,NA
"South Shore Brewery","Ashland, WI, US",-90.8837982,46.5924428
"Pivovar Klášter (Pivovary Lobkowicz)","",NA,NA
"Porcupine Quill","",NA,NA
"Mad Yeast","",NA,NA
"The Beowulf Brewing Company","Norton Canes, Staffordshire, GB",-1.979539,52.669549
"Tinkoff","",NA,NA
"Captured By Porches Brewing Company","St Helens, OR, US",-122.8158185,45.8590111
"Pivovar Rakovnik","",13.7734454,50.1739198
"Mestansky pivovar Havlickuv Brod","",NA,NA
"Christiansands Bryggeri","",7.9798019,58.1476446
"Mandalay Brewery","",96.0879445,22.0121217
"Hopster","",7.706011,52.498504
"Blacksmiths Winery","Casco, ME, US",-70.5211945,43.969246
"Cervezas Extra Premium De San Luis","",-90.1994042,38.6270025
"Goffs Brewery","nr Cheltenham, Gloucestershire, GB",-2.0782533,51.8993855
"The Bootleg Brewing Co.","",NA,NA
"Hofbrauhaus Wolters","Braunschweig,                   DE",10.5267696,52.2688736
"Melo Abreu","",-25.6612731,37.7415044
"Brothers Drinks Co.","",NA,NA
"Jack's Brewing Company","Fremont, CA, US",-121.9885719,37.5482697
"Hepworth & Co","Horsham, West Sussex, GB",-81.133302,44.633772
"Solid Rock Brewing","",NA,NA
"Uncle Bear's Brewhouse Grill","",NA,NA
"Fish Tale","",-80.746782,33.176122
"Fassbier","",NA,NA
"Goldmine Premium Beer","",NA,NA
"Lucky Devil Brewing","",NA,NA
"Brouwerij Brennerei - Distillerie Radermacher","Raeren, Belgium, BE",NA,NA
"Wooden Hand Brewery","",NA,NA
"Band Of Brewers Co, Fort Worth TX","",-97.3307658,32.7554883
"Schoenfeld Brewery","",NA,NA
"Three Oaks Cider Co","Parafield, SA, AU",138.6372138,-34.7889736
"Toña","",2.2273966,41.8496449
"Serengeti Brewers Ltd.","",NA,NA
"Yorkshire Brewing Company","",-1.1371553,53.5190372
"Schilling Company","",-86.1608474,40.6765553
"Shooting Creek Farm Brewery","Floyd County, VA, US",-80.3213106,36.9446308
"Brasserie Valaisanne (Feldschlösschen)","Rheinfelden, AG, CH",NA,NA
"Schlossbrauerei Fürstlich Drehna","DE",NA,NA
"Browar Perun","",NA,NA
"Kilkenny's Irish Public House","Traverse City, MI, US",-85.6206317,44.7630567
"Pivovar Bakalář","Central Bohemia, CZ",NA,NA
"Green Leaf Brewing","",-122.3356955,37.5600164
"Rychtár","",14.5397168,50.1563222
"Microbrasserie de l'Ile d'Orléans","Saint-Jean, QC, CA",-70.889629,46.921393
"Ourdaller Brauerei","",NA,NA
"Barley's Casino & Brewing Company","",NA,NA
"Birra Malto","Tirana, Tirana, AL",19.8186982,41.3275459
"Speyside Craft Brewery","Forres,                   GB",-3.61998,57.609791
"Dorpsbrouwerij de Pimpelmeesch","Breda, Noord-Brabant, NL",4.768323,51.5719149
"Rubicon Brewing Co.","Sacramento, CA, US",-121.4943996,38.5815719
"High Cotton","",-90.1582584,33.2671572
"Shawnee Craft Brewing","",NA,NA
"Pivovar Hradec Krlov","",NA,NA
"Cervecería Maier","",NA,NA
"Dr Pepper Snapple Group","Frisco, TX, US",-96.8236116,33.1506744
"Vifilfell","",NA,NA
"Brauerei Schlösser (Radeberger Gruppe)","Düsseldorf,                   DE",6.7734556,51.2277411
"Hasen Bräu","Augsburg,                   DE",10.89779,48.3705449
"Kiyasse-Hanyu Hanyu Brewery","羽生市, 埼玉県, JP",139.5484646,36.1726261
"Anchor Steam","",-97.6849738,30.5384121
"Barefoot Brewers","",NA,NA
"Oü Taako","",NA,NA
"Christiansand Brygghus","",NA,NA
"Border Psycho","",NA,NA
"Fat Cat Brewery","",NA,NA
"Lucky Beaver","",-108.36776,42.8070336
"Flying Turtle Beer","",NA,NA
"Koblenzer Brauerei","",7.5665157,50.4255597
"BOS Meadery","Madison, WI, US",-89.4012302,43.0730517
"Surf Brewery","Ventura, CA, US",-119.2290316,34.274646
"Hancock Bryggerierne A/S","",NA,NA
"brasseries du pays basque","",NA,NA
"Sommer's Brewing (the Owner's Son)","",NA,NA
"Gotlands Bryggerier","",NA,NA
"Geistinger Vinkenbier Vzw","",NA,NA
"Island Hoppin' Brewery","Eastsound, WA, US",-122.9061069,48.696654
"Wigram Brewing Company","",NA,NA
"Collaboration: Jopen / SNAB - Stichting Noordhollandse Alternatieve Bierbrouwers","",NA,NA
"Amsterdam Brewboys","",4.8951679,52.3702157
"Big Bear Mountain Brewery (California)","Big Bear Lake, CA, US",-116.9114215,34.2438963
"Brasserie De La Lienne","",NA,NA
"Klosterbrauerei Baumburg","",NA,NA
"Madness Brewing Co","",NA,NA
"Backstreet Brewery (Lamppost Pizza)","Santa Ana, CA, US",-117.8678338,33.7455731
"Malmgårdin Panimo","Malmgård,                   FI",24.8695007,60.2499092
"Starij Melnik","",NA,NA
"Yard House","",-96.0120633,29.7401995
"Andrews Brewing Company","Searsmont, ME, US",-69.1950411,44.3617419
"Jem's Beer Factory","Petach Tikva,                   IL",34.887762,32.084041
"Prilepska Pivarnica","",NA,NA
"Brauerei Raschhofer","AT",NA,NA
"Gooische Bierbrouwerij","Hilversum, Noord-Holland, NL",5.1668974,52.2291696
"Le Brewery","Joué-du-Bois, Basse-Normandie, FR",-0.229228,48.581822
"Saucony Creek Brewing Company","",NA,NA
"Stadsproefbrouwerij De Kromme Jat","Groningen, Groningen, NL",6.5665018,53.2193835
"Collaboration: Perennial Artisan Ales/Half Acre","",NA,NA
"La Brü","",-1.1339254,47.6211465
"Matten Brasserie Artisanale","Matzenheim, Alsace, FR",7.623922,48.395203
"Bear Hug","",-80.034241,45.679335
"Brouwerij Slaapmutske","Gent, Oost-Vlaanderen, BE",3.7174243,51.0543422
"Vooruit","",18.28,-18.8
"Marina","",0.5514941,50.8507729
"Buzetska Pivovara","",NA,NA
"Big Horse Brew Pub","Hood River, OR, US",-121.5214623,45.7053966
"McGuire's Irish Pub","Pensacola, FL, US",-87.2169149,30.421309
"Churchkey Can Co.","Seattle, WA, US",-122.3320708,47.6062095
"Rocket Brewing Company","",NA,NA
"Den Ouden Advokaat","Sint-Niklaas, Oost-Vlaanderen, BE",4.154441,51.1558839
"Growers Cider Co.","Victoria, BC, CA",-123.3656444,48.4284207
"Riedenburger Brauhaus","DE",NA,NA
"Birrificio Geco","Cornaredo, MI, IT",9.0239284,45.5015276
"Ørbæk Bryggeri","",NA,NA
"Clark's","",-0.0754461,52.7334543
"Hanseatische Brauerei Rostock (Radeberger Gruppe)","DE",NA,NA
"Devans Modern Brewery","",NA,NA
"De Vriendschap","",6.5839228,53.2074151
"Black Kettle Brewing Company","",NA,NA
"Snowshoe Brewing - Sonora","Arnold, CA, US",-120.3510307,38.2554729
"3 Beards Beer Co.","",NA,NA
"D'Oude Maalderij","BE",NA,NA
"Wolf Creek Restaurant & Brewing Company","",NA,NA
"Aftershock Brewing Co","Temecula, CA, US",-117.1483648,33.4936391
"Aldi UK","",-2.366879,53.1442567
"Red Car Brewery","Torrance, CA, US",-118.3406288,33.8358492
"C.A.S.A. Isenbeck (Warsteiner)","",NA,NA
"BBC Brewery","",NA,NA
"Brouwerij De Blauwe IJsbeer","",NA,NA
"Hornsby's Hard Apple Cider","",NA,NA
"Naeckte Brouwers","",NA,NA
"Thisted Bryghus","Thisted,                   DK",8.6817397,56.953314
"Compañía Industrial Cervecería S.A (CCU)","",NA,NA
"Tipping Point Brewing","",NA,NA
"Bridger Brewing","Bozeman, MT, US",-111.0429339,45.6769979
"Stary Melnik Svetloe","",NA,NA
"Tooborac Hotel  Brewery","AU",144.7988571,-37.0441747
"Ol' Burro Brewery","",NA,NA
"Wildlife Brewing","Victor, ID, US",-111.1113318,43.6026976
"Sauber Beer","Mogi Mirim, SP, BR",-46.9509597,-22.432364
"Brewshed","",NA,NA
"Three Creeks Brewing Co.","Sisters, OR, US",-121.5492118,44.2909491
"Yatala Brewery","",NA,NA
"Daas","Bléharies,                   BE",NA,NA
"Zeelandt Brewery","NZ",NA,NA
"Fredericksburg Brewing Co.","Fredericksburg, TX, US",-98.7050733,30.3478826
"AB Centralbryggeriet I Linköping","",15.6213727,58.410807
"Desert Eagle Brewing Company","Mesa, AZ, US",-111.8314724,33.4151843
"Portsmith Brewing Company","",-122.7104984,45.544123
"Dennenoord","",5.9611379,51.5193117
"West Highland Brewery","Vancouver, WA, US",-122.6614861,45.6387281
"Lost Coast Brewery & Cafe","",NA,NA
"Bier & Karakter","",18.907233,49.796111
"Cerveza Isleña","",NA,NA
"Abbaye de Leffe (ABInBev)","Dinant, Namur, BE",4.9127457,50.260494
"The Laine brewery","",-121.0781828,38.8928256
"Redwood Brewing Company","Flint, MI, US",-83.6874562,43.0125274
"Fort Garry Brewing Company","Winnipeg, MB, CA",-97.1374937,49.8997541
"Broadland Brewery","",1.4431294,52.6830838
"Real Handels GmbH","",NA,NA
"82 Ale House","",-81.0448029,31.9400692
"Burg Bier Brouwerij","Ermelo, Gelderland, NL",5.6296194,52.2986655
"Stouffville Brewing Company","",NA,NA
"Bålsta Bryggeri","",18.4425881,60.3344687
"Distell LTD","",NA,NA
"Venice Duck Brewery","",12.3155151,45.4408474
"Hell's Gate Brewing Co.","",NA,NA
"Ferme Brasserie De Bertinchamps","",NA,NA
"Brewery Ca L'Arenys","",NA,NA
"Olde Burnside Brewing Company (Connecticut)","East Hartford, CT, US",NA,NA
"Pump Room Microbrewery","Singapore, Singapore, SG",103.8677444,1.3553794
"Urban Growler Brewing Company","",NA,NA
"Bull & Bones Brewhaus and Grill","Blacksburg, VA, US",-112.645205,42.3811802
"Huisbrouwerij Half Zeven","Dendermonde, Oost-Vlaanderen, BE",4.1019516,51.025477
"Vins Arista","",NA,NA
"Cross Plains Beer Company","Cross Plains, WI, US",-89.6556777,43.1144385
"Banging Gavel Brews","",NA,NA
"Engrained Brewing Company","",NA,NA
"Cottage Brewing Co.","GB",-3.435973,55.378051
"DaDo Bier","",34.6173,31.321205
"Wild River Brewery","Grants Pass, OR, US",-123.3283925,42.4390069
"Hawkes Bay Independent Brewery","",NA,NA
"Sweetgrass Brewing Co.","",NA,NA
"Craft Artisan Ales","",4.083352,44.127204
"Ruby Mountain Brewing Company","",NA,NA
"SIA Lacplesa alus (A/S Royal Unibrew)","",NA,NA
"Grizzly Peak Brewing Company","Ann Arbor, MI, US",-83.7430378,42.2808256
"Aktienbrauerei Kaufbeuren","Kaufbeuren, BY, DE",10.625966,47.8830175
"ShawneeCraft Brewing Co","Shawnee on Delaware, PA, US",-75.1107332,41.0123174
"Pizza Orgasmica","San Francisco, CA, US",-122.4194155,37.7749295
"A.Le Coq","",0.7385189,48.8625386
"Next Door Brewing Co.","Madison, WI, US",-89.4012302,43.0730517
"Blue Tarp","",NA,NA
"MillKing It Productions","Royal Oak, MI, US",-85.6023643,44.3148443
"Maku Brewing","",NA,NA
"Black Bear Brewery","Orono, ME, US",-68.7123573,44.8291676
"Depot Street Brewing","Jonesborough, TN, US",-82.4734787,36.2942722
"Hunter's","Stellenbosch, Western Cape, ZA",18.860152,-33.9321045
"Singin' River Brewing Company","",NA,NA
"Het Brouwcafe","Den Haag, Zuid-Holland, NL",4.3006999,52.0704978
"Ol' Burro Brewery","",NA,NA
"Victory/Sam Adams","",NA,NA
"Collaboration: Jopen And Prael","",NA,NA
"Cat Cora's Kitchen","",NA,NA
"Onkel","",139.7571519,35.7244914
"Doomsday Brewing Company","",NA,NA
"Great Baraboo Brewing Company","Fraser, MI, US",-82.9493652,42.539202
"Water Street Brewing Co. (New York)","Binghamton, NY, US",-75.9179738,42.0986867
"Brouwerij Troye","",NA,NA
"Goldboy","",-82.631019,8.51088
"Broken Bow","",-94.7391045,34.0292764
"Birra Pasturana","Serravalle Scrivia, AL, IT",8.8574005,44.7232084
"Estrella De Galicia","",-99.0776384,19.3191054
"Arch Brewing Company","",-76.3834978,43.2992866
"Schramowski","",NA,NA
"Brouwerhof Te Steynemolen","",NA,NA
"Boulder Beer Company","Boulder, CO, US",-105.2705456,40.0149856
"Alameda Brewing Co.","Portland, OR, US",-122.6764816,45.5230622
"Napoleone Brewers","",NA,NA
"La Cagole","",NA,NA
"Zoller-Hof","",11.9127814,50.3135391
"Birra Peja","",NA,NA
"Collaboratio: Bridge Road / Birra Del Borgo/ To Øl","",NA,NA
"Sierra Nevada West Coast Double Ipa","",NA,NA
"Brasserie des Fagnes","Mariembourg,                   BE",4.5218479,50.0947687
"River City Brewing Company (California)","Sacramento, CA, US",-121.4943996,38.5815719
"Cervecería 5 De Mayo","",-108.8299333,26.0211864
"Partners Brewery","",NA,NA
"Sanitas Brewing Company","Boulder, CO, US",-105.2705456,40.0149856
"Arriaca","",NA,NA
"Oxfordshire Ales","Bicester, Oxfordshire, GB",-1.1535899,51.899603
"Queenstown Brewers","",26.887111,-31.9014807
"Cervejaria Serra Gelada","",NA,NA
"Permon","",-83.9810399,36.8109201
"Caulier","Ghislenghien, Hainaut, BE",3.8774062,50.6565066
"King St Brewhouse","",-0.2760791,51.881262
"Negev Brewery","IL",NA,NA
"Cerveceria Publica Condesa","",NA,NA
